Soil_pH,N,P,K,Temperature,Rainfall,Crop,Recommended_Fertilizer
5.32,102,87,68,33.57,1766.16,6,Compost
5.45,75,80,32,13.78,725.39,3,MOP
6.08,149,42,52,30.17,2126.63,2,NPK
7.12,50,53,109,31.75,2781.53,2,Urea
6.25,33,41,34,39.32,533.12,6,Urea
7.6,95,47,93,38.18,1989.91,2,Compost
7.38,32,19,69,19.13,1255.29,2,Urea
5.01,107,88,111,21.26,1100.75,2,Compost
4.7,114,88,42,22.22,704.12,0,Compost
5.09,119,79,74,39.37,1441.2,4,Compost
4.59,89,86,56,24.69,780.66,2,Compost
7.01,145,84,42,38.58,1901.96,6,NPK
8.45,146,61,33,11.18,740.41,0,MOP
5.99,107,55,111,16.52,415.54,1,NPK
5.69,32,18,58,25.1,345.21,0,Urea
5.11,154,54,101,36.19,2978.96,3,Compost
5.05,128,45,96,32.85,2797.6,6,Compost
4.96,121,49,91,20.03,885.37,0,Compost
5.46,22,43,67,19.17,850.76,3,Urea
5.73,82,62,99,31.59,1433.47,6,MOP
6.81,31,42,68,18.4,2252.48,4,Urea
6.33,143,57,25,14.73,908.15,2,MOP
5.8,110,86,42,29.77,274.6,5,Compost
5.23,88,68,48,19.96,1889.26,3,Compost
5.07,74,71,55,39.75,2966.21,4,Compost
8.45,79,56,32,23.54,214.6,6,MOP
4.68,61,68,35,17.65,1810.57,6,MOP
5.1,153,68,58,10.95,1470.62,3,Compost
5.25,41,69,111,27.05,907.62,1,Urea
6.33,107,62,116,14.45,889.26,5,MOP
5.59,66,87,92,15.12,261.43,3,Compost
5.91,43,13,51,28.79,1958.93,4,Urea
4.88,91,81,36,33.39,1915.71,5,MOP
6.21,117,65,11,28.33,2585,3,MOP
8.43,58,11,17,27.11,2153.69,3,Urea
7.87,96,57,22,31.95,2272.37,5,MOP
7.66,77,43,31,30.22,1442.94,4,MOP
7.58,27,10,88,20.9,1835.91,6,Urea
8.35,34,89,39,33.07,304.1,0,Urea
7.62,22,27,55,23.51,785.12,3,Urea
8,128,89,15,16.53,2778.44,3,MOP
7.33,158,56,15,15.84,1866.61,1,MOP
7.54,28,89,96,22.24,1475.42,6,Urea
6.59,23,20,61,26.96,1661.52,4,Urea
7.19,24,40,29,22.06,2602.77,1,Urea
6.84,139,76,57,30.21,1224.01,2,NPK
5.69,31,81,90,27.41,1488.12,5,Urea
7.82,123,60,32,30.43,1625.84,2,MOP
7.08,20,22,59,35.98,1112.98,2,Urea
5.96,156,51,22,24.35,2377.13,0,MOP
5.72,37,38,119,11.62,2393.49,5,Urea
4.85,134,43,83,12.84,1806.73,5,Compost
7.02,82,49,47,19.93,1848.77,6,NPK
6.52,22,76,48,18.72,1211.7,6,Urea
6.61,131,64,112,31.79,1277.88,5,NPK
8.21,39,67,77,22.72,983.59,6,Urea
4.63,112,61,28,27.61,1871.27,2,MOP
7.59,55,73,61,25.03,2552.68,2,Urea
4.71,23,13,50,31.73,1973.76,2,Urea
4.65,139,57,101,31.54,1523.23,0,Compost
6.22,128,81,36,23.46,378.16,3,MOP
7.66,36,19,28,22.24,2566.04,2,Urea
4.62,128,60,44,38.77,2679.58,1,Compost
4.66,135,55,14,38.5,879.58,0,MOP
6.95,29,75,97,23.7,1812.02,6,Urea
7.72,139,70,14,10.83,2898.47,3,MOP
6.72,95,44,15,36.85,784.98,5,MOP
7.7,142,43,50,18.64,842.73,4,Compost
6.94,156,79,50,28.66,641.52,0,NPK
5.4,109,77,63,15.52,259.44,1,Compost
6.95,20,74,53,34.75,2138.8,5,Urea
7.01,25,44,57,36.76,2392.64,2,Urea
7.44,130,57,46,28.45,2496.72,0,Compost
6.98,120,56,102,28.71,406.43,5,NPK
5.29,88,71,42,31.21,1931.71,5,Compost
6.65,125,42,44,32.36,437.69,3,NPK
7.19,28,43,111,39.06,1627.44,5,Urea
4.9,21,83,113,34.67,884.02,3,Urea
6.02,132,44,15,25.52,869.46,6,MOP
7.58,151,62,55,39.37,232.95,5,Urea
4.66,31,32,45,11.95,442.46,6,Urea
6.69,102,58,53,31.91,414.94,6,NPK
4.85,102,85,16,34.6,644.21,3,MOP
8.09,58,86,38,30.38,489.8,1,Urea
5.91,153,68,44,18.24,579.35,3,NPK
7.38,47,75,66,33.23,320.8,0,Urea
6.27,94,83,38,27.42,2375.48,0,MOP
7.12,60,48,47,22.84,1772.17,6,NPK
6.2,72,84,21,24.93,423.03,5,MOP
7.82,30,67,119,21.76,1387.46,5,Urea
6.1,24,19,67,14.8,1532.29,3,Urea
6.68,66,70,15,12.66,679.36,2,MOP
8.33,56,48,45,23.32,2433.93,4,Urea
5.18,45,75,97,13.44,2314.13,0,Urea
5.28,145,48,69,38.56,2011.64,5,Compost
4.96,146,78,38,20.24,1020.81,2,MOP
7.46,52,27,104,20.24,589.79,6,Urea
8.38,112,85,22,18.05,1887.71,1,MOP
7.59,142,67,77,33.53,415.85,1,NPK
5.47,34,59,20,18.48,2436.64,3,Urea
4.66,39,50,57,18.64,1200.11,6,Urea
8.44,41,27,88,11.41,1053.84,1,Urea
5.86,29,43,69,38.96,1949.43,2,Urea
5.75,115,75,11,36.59,1758.53,5,MOP
6.84,50,74,79,25.62,343.46,4,Urea
6.06,61,71,65,12.63,2402.76,5,NPK
8.39,21,57,68,28.85,2102.25,6,Urea
5.35,125,80,25,27.13,572.94,2,MOP
4.55,92,79,50,10.34,833.73,1,Compost
6.15,114,70,29,20.27,547.4,6,MOP
4.66,39,87,86,13.76,2190.57,4,Urea
7.49,44,53,38,34.91,1413.5,4,Urea
4.79,47,72,116,29.08,1578.95,1,Urea
6.06,39,15,36,11.75,2918.18,0,Urea
7.56,89,75,11,35.84,679.08,0,MOP
6.28,56,52,49,34.62,542,3,Urea
5.88,35,73,112,19.54,1005.88,5,Urea
6.3,119,53,74,25.95,2731.89,6,NPK
8.11,33,22,17,15.32,215.84,6,Urea
4.7,43,24,36,14.37,1829.37,0,Urea
4.63,57,65,104,36.02,423.53,6,Urea
6.37,101,82,39,31.76,617.1,3,MOP
8.04,28,39,34,12.18,460.49,0,Urea
5.95,140,65,58,37.27,1659.23,6,Urea
7.02,70,77,109,33.27,1488.39,2,NPK
4.91,38,46,40,36.09,2054.04,1,Urea
5.42,81,83,108,18.41,2898.59,5,Compost
6.08,29,82,69,14.26,1726.37,1,Urea
5.18,150,45,94,34.68,943.93,5,Compost
6.39,92,84,26,37.22,496.14,5,MOP
6.23,112,84,38,26.66,2726.79,6,MOP
7.64,34,50,81,33.27,2842.82,5,Urea
8.01,119,78,15,31.41,240.94,5,MOP
5.33,95,66,97,27.95,1439.2,2,Compost
6.1,114,57,12,34.88,2702.57,6,MOP
5.94,152,68,104,17.52,1022.79,5,NPK
6.31,22,64,85,14.74,2082.47,2,Urea
6.59,66,88,61,39.21,2702.37,5,NPK
8.43,31,86,17,15.84,1986.16,5,Urea
4.74,34,50,116,34.1,1250.43,1,Urea
6.45,47,83,99,17.89,1976.32,3,Urea
7.6,106,68,35,17.68,1201.95,4,MOP
5.1,94,43,24,22.65,206.99,5,MOP
5.46,31,71,65,30.63,2578.23,0,Urea
5.82,51,31,22,38.67,580.5,3,Urea
5.23,30,22,63,31.63,1602.76,0,Urea
5.91,49,83,12,35.87,1724.24,3,Urea
6.6,87,75,32,26.54,1460.46,3,MOP
6.77,108,41,50,33.8,427.01,2,MOP
5.73,36,28,67,32.15,2445.97,6,Urea
5.01,32,78,20,37.21,2123.84,3,Urea
7.54,159,57,28,28.8,510.79,0,MOP
5.53,51,14,82,27.16,665.11,3,Urea
6.13,106,87,46,24.64,956.84,1,NPK
6.49,112,48,19,29.65,1925.46,5,MOP
6.63,53,52,82,26.83,424.94,0,Urea
4.67,31,84,86,38.03,761.17,5,Urea
7.39,23,48,29,21.19,2077.97,6,Urea
4.75,108,68,53,22.34,1169.28,5,Compost
5.1,52,19,22,31.48,1739.24,5,Urea
7.59,50,44,23,26.4,1592.96,1,Urea
6.15,43,44,82,26.03,953.26,0,Urea
6.63,28,72,47,32.51,1393.91,6,Urea
7.91,27,27,92,36.84,643.46,6,Urea
5.84,112,69,81,13.31,927.99,3,Urea
6.59,65,72,107,21.28,2061.25,1,NPK
5.06,157,50,45,24.89,473.24,6,Compost
5.38,121,52,18,16.75,1443.67,4,MOP
6.35,158,58,24,17.22,509.91,5,MOP
6.18,135,65,33,32.02,2102.45,5,MOP
7.62,27,58,73,39.57,1835.11,3,Urea
5.92,87,50,117,15.59,925.24,1,Compost
5.22,141,65,52,20.52,1848.19,2,Compost
6.86,22,85,48,16.7,952.47,5,Urea
4.86,127,71,34,16.12,1201.69,6,MOP
7.44,147,71,89,13.95,2765.26,6,Urea
6.72,89,46,89,18.71,1797.58,6,MOP
7.84,119,44,14,27.69,1051.72,5,MOP
8.24,51,63,69,30.92,1348.87,0,Urea
8.46,25,80,16,17.59,2527.13,2,Urea
6.09,35,15,27,20.41,2554.83,2,Urea
8.46,33,28,15,18.72,2064.43,5,Urea
5.51,27,57,117,21.6,243.76,5,Urea
4.86,152,75,42,26.01,1782.3,4,Compost
7.02,28,82,87,36.6,806.58,2,Urea
7.33,37,18,103,34.64,1009.03,4,Urea
7.87,142,49,12,22.94,829.1,3,MOP
7.21,47,16,66,10.01,1064.65,6,Urea
7.29,56,89,62,23.54,1854.19,6,Urea
6.64,93,41,71,18.81,1918.6,6,MOP
8.04,39,70,22,13.36,1696.42,5,Urea
5.51,131,69,60,35.16,1034.88,5,Compost
6.02,143,60,110,30.2,2869.53,0,NPK
7.61,69,49,28,39.97,1031.04,5,MOP
6.47,152,88,68,24.95,1322.89,6,Compost
5.89,62,82,46,17.91,262.86,0,MOP
6.36,55,41,99,39.72,397.97,0,Urea
5.83,22,19,100,10.57,2192.81,4,Urea
5.61,55,66,21,13.9,993.66,3,Urea
4.98,64,74,59,30.82,2733.23,2,Compost
7.62,155,57,25,19.61,2646.34,5,MOP
5.26,92,63,119,28.68,417.87,4,Compost
7.28,88,84,25,31.24,2550.74,4,MOP
6.91,68,50,76,19.79,1716.61,2,MOP
5.24,128,70,43,31.74,2372.4,5,Compost
6.14,36,62,115,18.89,1376.1,5,Urea
7.3,143,62,55,11.59,1460.95,3,NPK
7.05,23,35,96,17.14,1642.88,1,Urea
6.63,103,70,73,28.59,1957.84,4,NPK
6.97,136,78,30,17.54,1236.75,4,MOP
7.65,81,73,62,23.34,2156.23,1,MOP
6.69,156,74,12,16.39,2830.22,3,MOP
5.37,25,49,62,34.84,1864.5,3,Urea
6.67,38,24,21,19.39,600.1,3,Urea
7.21,137,64,27,22.7,1605.69,4,MOP
7.24,43,72,93,38.05,2444.24,3,Urea
8.44,27,61,90,10.5,491.77,1,Urea
7.66,30,79,79,10.37,1147.96,5,Urea
5.82,119,83,99,26.08,1388.72,6,NPK
6.65,26,41,85,30.38,1846.39,2,Urea
5.08,43,12,26,34.33,1537.68,4,Urea
6.06,91,81,56,31.01,1072.44,1,MOP
6.49,107,56,46,29.13,1456.2,3,Urea
4.93,43,51,63,13.85,369.91,5,Urea
7.67,57,26,24,32.55,2156.57,5,Urea
5.18,29,49,20,39.13,552.61,3,Urea
4.65,107,67,18,32.15,2502.41,3,MOP
5.24,46,13,77,32.48,1218.99,5,Urea
7.56,49,51,12,15,896.98,6,Urea
6.12,147,66,22,17.41,1347.38,1,MOP
6.6,21,61,15,10.94,2577.23,2,Urea
4.59,27,31,10,30.04,666.89,1,Urea
5.17,149,44,95,13.19,2433.64,1,Compost
5.88,146,87,105,27.36,1760.73,0,NPK
8.32,35,61,59,11.32,2700.14,6,Urea
7.82,21,48,30,27.71,1393.08,2,Urea
5.26,133,82,90,13.91,1585.67,5,Compost
7.73,84,43,62,27.55,828.97,5,NPK
7.13,45,76,29,19.06,1742.17,6,Urea
5.27,49,85,74,17.79,899.91,0,Urea
5.03,57,51,113,24.03,2513.24,5,Urea
6.03,44,40,105,21.34,1535.83,5,Urea
5.31,144,80,93,34.39,1689.05,0,Compost
8.48,102,60,15,19.45,2427.01,6,MOP
4.55,110,46,50,11.51,376.11,6,Compost
8.16,130,89,34,27.63,1240.69,2,MOP
6.52,21,73,33,30.64,2451.05,1,Urea
6.67,100,72,104,29.4,1994.95,6,Compost
6.39,154,82,102,38.68,2973.92,3,NPK
6.13,132,56,46,23.58,1341.03,1,MOP
4.71,46,82,115,23.64,1415.83,1,Urea
6.7,20,37,59,23.69,2678.59,5,Urea
5.73,105,44,18,37.92,1336.79,1,MOP
6.63,99,47,102,19.82,2429.69,6,Urea
5.04,79,50,76,28.43,1971.4,6,Compost
8.23,72,76,13,36.89,1565.62,3,MOP
8.08,55,65,63,11.52,2139.94,4,Urea
5.26,54,18,94,36.36,841.44,1,Urea
5.87,52,12,15,32.95,598.42,6,Urea
4.88,126,86,46,19.77,1296.27,2,Compost
5.92,117,58,93,19.32,1050.37,1,NPK
5.5,115,89,54,16.64,942.94,6,Urea
6.82,80,49,93,15,2705.68,2,Compost
6.58,46,78,52,16.97,1321.29,2,Urea
8.23,109,63,16,38.13,1479.87,2,MOP
8.38,34,42,64,28.77,506.05,0,Urea
5,128,60,46,16.38,726.02,2,Compost
7.21,31,47,25,37.69,2769.63,2,Urea
6.67,115,65,26,22.1,2941.15,0,MOP
4.57,23,29,104,15.18,835.9,3,Urea
4.75,138,61,80,19.3,1328.55,1,Compost
8.05,24,18,99,16.51,2948.34,4,Urea
7.98,149,74,10,16.04,2572.15,1,MOP
5.93,65,75,11,15.12,1439.94,3,MOP
4.95,77,61,22,18.8,450.22,0,MOP
6.33,82,86,60,16.09,379.38,4,Compost
4.92,113,66,12,11.45,223.94,3,MOP
8.47,41,43,110,14.09,2901.79,6,Urea
5.48,113,68,69,33.61,373.95,1,Compost
5.29,136,89,92,39.28,550.44,2,Compost
6.65,83,52,113,33.95,2416.95,1,Urea
6.57,40,12,56,11.74,424.54,5,Urea
6.94,50,36,52,35.37,616.92,6,Urea
4.6,57,31,110,23.7,1276.41,5,Urea
6.78,58,78,15,10.08,2315.9,6,Urea
4.57,30,22,45,30.15,1526.63,2,Urea
6.12,88,69,46,33.72,2609.66,3,Urea
8.2,53,36,86,19.78,2032.61,0,Urea
5.91,24,59,85,13.84,2271.46,6,Urea
6.33,39,88,15,23.2,2543.29,1,Urea
4.76,32,58,101,16.88,2315.45,2,Urea
7.94,156,44,19,14.15,2521.77,2,MOP
7.97,152,47,37,23.21,1873.36,1,MOP
6.39,113,63,15,28.84,2981.22,1,MOP
6.42,44,44,54,31.26,459.97,3,Urea
7.94,33,18,96,33.31,2248.03,4,Urea
8.02,119,41,22,28.14,2186.47,1,MOP
6.82,85,68,84,32.51,223.41,3,NPK
6.28,64,67,84,15,333.9,2,NPK
7.6,90,45,28,23.73,1138.29,2,MOP
7.46,47,42,42,14.88,2035.54,4,Urea
6.65,78,83,87,29,1539.11,3,NPK
4.85,27,73,22,33.16,2828.89,2,Urea
8.2,29,22,16,35,919.28,3,Urea
6.32,40,43,42,31.97,490.84,2,Urea
5.95,54,14,41,14.77,520.2,1,Urea
7.02,23,79,54,34.85,830.11,0,Urea
7.2,104,42,65,20.03,861.43,6,NPK
5.34,44,14,110,35.07,1261.03,4,Urea
7.85,39,81,81,17.53,1779.44,0,Urea
7.42,41,29,109,37.11,1065.44,3,Urea
8.36,68,13,43,25.35,1415.36,3,DAP
7.74,108,31,109,15.76,1273.38,3,DAP
8.26,25,82,72,14.82,2860.13,2,Urea
5.06,31,18,79,30.6,392.85,0,Urea
4.78,47,68,63,12.45,2347.5,6,Urea
6.73,38,42,64,23.19,1066.35,6,Urea
5.66,62,16,59,26.21,719.11,2,DAP
7.19,55,75,54,13.88,1514.71,4,Urea
8.38,116,81,39,24.72,1628.39,6,MOP
5.52,104,68,88,20.21,1364.24,0,MOP
6.44,61,44,82,14.21,1332.66,3,DAP
6.5,110,41,70,16.31,2139.99,5,Compost
5.46,145,10,102,24.13,2326.34,4,DAP
6.27,49,44,11,38.08,1670.57,6,Urea
6.29,58,49,39,33.26,2165.59,0,Urea
5.95,49,53,55,19.77,2377.28,0,Urea
4.57,128,48,77,17.75,2113.32,4,Compost
6.59,107,29,28,36.23,742.22,5,DAP
5.84,105,12,93,22.81,2192.97,4,DAP
4.51,56,62,14,35.88,2014.82,5,Urea
5.73,109,21,82,32.27,469.41,4,DAP
5.61,116,17,93,12.76,2009.37,0,DAP
6.07,43,73,66,34.41,2650.25,2,Urea
5.03,88,50,72,26.2,1357.08,5,Compost
6.53,107,20,61,30.33,573.96,6,DAP
7.27,118,35,68,16.57,1909.78,6,DAP
7.02,141,47,69,10.01,869.15,0,DAP
7.72,105,14,89,20.01,1726.14,5,DAP
6.31,36,41,93,15.72,2073.93,5,Urea
6.58,31,78,29,23.06,1628.79,5,Urea
7.74,49,24,99,12.73,1064.05,3,Urea
6.21,25,70,112,36.85,2599.71,4,Urea
7.31,144,61,42,13.56,580.58,3,MOP
6.24,30,37,21,32.93,319.84,5,Urea
6.17,147,28,30,38.18,2520.48,3,DAP
7.54,143,63,65,14.45,295.68,2,NPK
5.2,79,24,32,20.39,1564.13,5,DAP
5.85,29,22,29,31.93,1705.91,4,Urea
5.4,35,32,96,31.43,1147.43,5,Urea
5.94,103,89,58,11.12,972.4,4,NPK
5.42,119,71,56,12.12,2272.73,0,Compost
6.82,34,34,79,13.6,1225.77,2,Urea
7.69,104,41,54,27.04,546.44,4,NPK
7.65,58,30,85,11.65,1496.91,1,Urea
5.96,24,10,44,27.65,2233.84,1,Urea
8.46,105,37,81,20.27,1062.73,0,DAP
6.88,50,21,36,30.08,569.89,5,Urea
6.1,57,88,89,33.46,1155.1,2,Urea
7.84,38,29,56,33.74,1727.31,6,Urea
7.42,34,60,41,11.13,484.84,3,Urea
7.5,133,35,38,38.42,856.72,0,DAP
5.28,107,52,80,27.6,2918.32,5,Compost
6.37,28,59,89,36.87,771.65,0,Urea
7.95,24,83,62,28.45,377.83,5,Urea
6.52,158,37,102,24.52,1410.05,5,DAP
7.23,137,35,65,31.89,406.72,1,DAP
6.85,122,86,98,16.58,237.95,0,NPK
7.87,110,34,52,13.1,243.37,5,DAP
5.64,21,40,109,12.71,1030.05,3,Urea
6.8,40,88,13,35.47,406.62,2,Urea
4.99,70,27,73,37.37,740.11,2,DAP
7.26,20,49,100,34.43,2015.12,0,Urea
7.43,28,76,96,37.13,1007.4,4,Urea
4.67,132,72,32,39.54,1811.37,3,MOP
7.2,40,20,69,25.78,1351.67,1,Urea
6.16,99,36,39,14.62,2677.24,6,DAP
5,159,46,52,28.24,2149.98,3,Compost
6.18,56,21,97,20.62,2587.03,1,Urea
5.28,110,37,57,20.39,1652.89,2,DAP
6.16,90,15,89,31.83,2387.35,1,DAP
6.04,129,79,16,12.72,1923.62,0,MOP
7.45,123,53,96,11.13,2283,6,Urea
7.6,128,56,111,30.86,2116.89,4,NPK
6.93,23,45,40,17.82,1041.43,3,Urea
4.59,159,53,115,21.57,551.16,0,Compost
8.22,86,78,28,19.23,2458,2,MOP
7.24,23,32,61,28.45,416.54,1,Urea
4.64,34,32,77,14.64,1894.47,6,Urea
7.78,56,44,15,31.62,2968.58,0,Urea
5.3,156,78,92,37.75,711.55,4,Compost
6.82,33,70,69,35.08,2281.76,3,Urea
6.37,142,47,100,37.21,2868.84,5,MOP
6.18,130,61,102,38.11,1587.35,1,DAP
8.06,145,11,21,21.17,1804.42,1,DAP
6.25,101,28,47,33.87,1229.46,5,DAP
4.8,69,72,22,24.84,1436.94,6,MOP
8.29,97,76,37,18.09,1964.29,1,MOP
8.18,44,32,14,32.41,2640.07,0,Urea
7.24,58,35,55,17.32,2866.53,3,Urea
6.37,45,39,55,13.29,1721.03,6,Urea
4.87,79,28,90,31.14,2390.33,3,DAP
7.66,71,48,36,18.63,2262.13,6,MOP
4.8,89,37,35,19.18,891.66,2,DAP
4.77,67,82,71,36.43,1493.21,1,Compost
5.14,134,57,81,32.95,560.9,2,Compost
4.53,135,88,99,21.59,2675.12,3,Compost
6.19,148,22,106,36.79,1327.12,0,DAP
5.05,133,20,21,23.21,1469.79,3,DAP
5.14,40,49,86,22.27,2635.28,5,Urea
4.81,129,60,94,22.9,682.33,3,Compost
5.32,91,79,61,35.13,299.48,1,Compost
7.36,37,89,46,10.32,1000.9,4,Urea
7.74,34,39,34,31.15,620.64,1,Urea
6.31,61,39,48,16.16,2959.64,0,DAP
6.53,39,87,76,36.46,1785.27,0,Urea
4.63,35,63,28,21.28,1780.67,6,Urea
4.78,154,16,80,20.17,2423.51,5,DAP
5.53,114,76,90,31.38,923.84,2,NPK
6.68,112,19,86,31.67,1663.5,4,DAP
7.46,100,70,33,29.01,598.01,1,MOP
6.92,152,46,60,19.89,461.78,4,DAP
6.07,97,24,54,28.31,1431.17,2,DAP
4.97,114,59,17,11.63,2756.11,2,MOP
7.62,83,13,81,38.66,1434.99,4,DAP
5.96,45,51,54,23.58,1464.85,0,Urea
7.44,96,77,11,19.13,2622.28,6,MOP
6.55,77,19,39,35.82,1000.92,2,DAP
7.45,115,31,76,19.73,1571.64,3,DAP
8.18,90,85,35,30.72,2569.29,4,MOP
6.64,142,82,26,29.49,304.14,2,MOP
6.55,65,37,47,14.56,1356.71,0,DAP
5.56,27,78,76,28.3,974.43,6,Urea
8.24,21,89,66,14.65,920.34,4,Urea
6.33,55,28,42,33.51,883.72,0,Urea
5.01,107,87,103,14.15,1234.68,1,Compost
6.23,138,56,88,20.76,2724.18,6,NPK
5.01,61,33,81,24.3,2184.55,6,DAP
6.51,121,65,103,34.16,2690.41,5,DAP
6.75,158,20,73,28.98,750.05,4,DAP
5.85,78,86,32,32.44,2577.55,1,MOP
4.79,68,83,21,17.32,1403.6,0,MOP
7.59,147,68,17,21.42,1862.23,0,MOP
5.97,49,41,81,34.92,2790.59,1,Urea
7.54,47,27,47,21.1,1267.71,0,Urea
6.44,112,13,42,12.03,2296.49,0,DAP
5.3,46,89,57,36.17,1525.44,5,Urea
5,146,60,106,39.03,2254.11,1,Compost
5.05,71,63,84,20.7,1338.72,1,Compost
8.49,63,34,32,22.41,1166.93,5,DAP
4.7,151,19,116,17.68,2632.71,0,DAP
6.26,67,16,52,31.34,2799.97,2,DAP
6.31,117,74,34,20.68,2259.46,3,MOP
5.7,35,28,24,10.97,2500.45,6,Urea
6.79,66,16,19,11.38,1190.89,0,DAP
5.1,129,54,29,28.44,621.83,2,MOP
7.64,94,87,25,18.71,2122.44,3,MOP
5.83,34,47,108,15.06,1984.45,0,Urea
6.87,121,16,107,26.57,938.54,1,DAP
7.36,113,55,94,18.35,2754.67,3,Compost
6.93,111,17,113,33.34,561.45,4,DAP
6.05,62,12,10,35.56,1002.86,6,DAP
6.51,33,21,34,36.16,1920.38,4,Urea
7.57,87,52,65,26.04,877.41,0,MOP
8.01,33,16,55,38.53,2878.19,5,Urea
4.92,111,57,68,14.55,1744.38,6,Compost
6.04,157,89,71,30.35,2248.07,0,MOP
7.6,36,54,87,31.13,1772.18,2,Urea
6.23,155,34,70,11.6,1338.93,6,DAP
5.83,21,13,92,18.47,2502.02,2,Urea
6.15,84,13,17,38.47,263.36,6,DAP
6.91,138,59,50,32.77,1395.03,1,Urea
8.5,118,67,24,11.64,2667.13,0,MOP
6.47,126,74,53,26.22,438.36,5,NPK
5.33,136,76,91,29.46,780.87,6,Compost
5.15,28,37,10,39.19,2889.75,0,Urea
4.67,93,84,106,31.49,2885.11,0,Compost
6.74,41,46,74,29.16,1276.74,0,Urea
6.68,35,11,43,37.26,2306.34,4,Urea
5.32,113,82,13,29.83,1952.25,5,MOP
7.46,51,60,11,24.78,2479.01,4,Urea
5.54,30,40,48,31.56,2022.42,0,Urea
5.88,39,52,63,28.95,454.97,5,Urea
8.46,103,37,19,26.58,2550.93,1,DAP
6,86,48,51,19.72,968.42,4,NPK
7.54,63,74,54,37.11,1972.29,2,Urea
6.31,114,25,110,18.1,2371.25,2,DAP
7.67,125,76,35,14.78,2713.4,4,MOP
7.58,154,88,36,31.36,2790.71,2,MOP
7.17,113,77,48,26.4,2792.24,2,MOP
7.92,73,45,34,17.89,2040.09,2,MOP
8.26,101,39,38,36.11,1947.7,5,DAP
6.82,32,32,119,18.59,241.32,3,Urea
5.45,52,72,91,11.91,436.74,6,Urea
6.09,154,78,31,10.46,1299.24,6,MOP
7.53,30,56,99,37.69,2419.98,2,Urea
7.1,89,20,69,22.07,1857.78,1,DAP
5.21,40,28,99,16.4,858.69,6,Urea
4.7,51,71,61,27.01,544.08,6,Urea
7.23,152,81,94,24.64,1510.97,5,NPK
5.5,125,52,30,40,2756.24,4,MOP
